text,coarse label
Varför finns det bokstäver på telefonen? Varför finns det inga Q eller Z?,DESC
Vilken japansk stad hette en gång Edo?,LOC
För vem blockerade Seven Mules?,HUM
Vilket är världens största destillationsföretag?,HUM
"Vad heter skådespelerskan som spelade i filmen ""När Lammen tystnar""?",HUM
Var finns ens corpus callosum?,LOC
Vem besegrade Napolean vid Jena och Auerstadt?,HUM
Vilka hushållsprodukter finns det för vuxenakne?,ENTY
Vilken brittisk premiärminister och USA:s president var sjunde kusiner?,HUM
Vilken är den dyraste bilen i världen?,ENTY
Vad är en Angelus?,DESC
Hur många föremål kretsar kring jorden?,NUM
Vad var tragedin som drabbade staden Dogtown 1899?,ENTY
Vilken är den äldsta huvudstaden i Amerika?,LOC
Vilken Leon Uris-roman handlade om den ryska erövringen av Berlin?,ENTY
Var ligger Edinburgh| Skottland?,LOC
Hur många muskler använder den genomsnittliga vuxna när hen går på en promenad?,NUM
Hur länge måste du bo i ett samhälle för att kunna rösta?,NUM
Vad hette Titanics kapten?,HUM
"Namnet på hjältinnan i ""Skruplar""?",HUM
Hur stor är Chappellet-vingården?,NUM
Jackson Pollock var en infödd i vilket land?,LOC
Vad producerar spermier?,DESC
Hur vet jag hur mycket pengar jag ska spara för pension?,DESC
Vad betyder pricken över bokstaven i?,DESC
Vem skrev The Godfather?,HUM
Vad är ursprunget till termen soda jerk?,DESC
Vad är frekvensen för VHF?,NUM
Vilken sport spelar Chris Jogis?,ENTY
Vilken ö var målet för USA:s operation Urgent Fury?,LOC
Vad är en rädsla för rånare?,ENTY
Vilken Nevil Shute-roman handlar om de dömda överlevande från ett kärnvapenkrig?,ENTY
Vad är orsaken till utrotningshotade arter?,DESC
Vilka av följande TV-nyhetsmän var Rhodos-forskare?,HUM
Vad bar Warlock på pannan i Marvel-serier?,ENTY
Vilken är den mjukaste delen av kroppen?,ENTY
Vilken förespråkare för sex-fots-avhållsamhet svängde med yxan på salonger?,HUM
Hur många öar har Fiji?,NUM
Vilken linje delade norr och söder i USA:s inbördeskrig?,ENTY
Vad är definitionen av cecum?,DESC
Vem uppfann volleyboll?,HUM
Vilket är det mäktigaste landet i världen?,LOC
Hur gör jag detta?,DESC
Namnge ett balettföretag Mikhail Baryshnikov har dansat för?,HUM
Vem ledde normannerna till seger i slaget vid Hastings?,HUM
"Vad är ursprunget till ordet ""Nallebjörn""?",DESC
Hur stor andel av världens växt- och djurarter finns i Amazonas skogar?,NUM
"Vad heter stjärnan i matlagningsshowen ""Galloping Gourmet""?",HUM
Vem uppfann horoskopet?,HUM
Vilka näringsämnen är för friska ben och tänder?,ENTY
Vad är Fortune 500-företag?,DESC
Vad är skillnaden mellan ninjitsu och kung fu?,DESC
Vilken kung tvingades acceptera Magna Carta?,HUM
Hur många kollegieröster har Colorado?,NUM
Vad var Babe Ruths kristna namn?,HUM
Hur många flaskor vin fick fångar i Bastillen per dag?,NUM
Var gillar hummer att bo?,LOC
Vem var den första valda borgmästaren i Washington| DC?,HUM
Vilka är järvvanorna?,ENTY
Hur fixar man gnissliga golv?,DESC
När översvämmades Big Thompson?,NUM
Vilken nytta gör myggor?,DESC
Hur får man bubblegum ur mattan?,DESC
Vad spelas på Wembley Stadium| London| varje maj?,ENTY
Vem skrev sci-fi-trilogin Foundation| Foundation and Empire och Second Foundation?,HUM
Hur många timmars arbete tar det för en skrivare att slutföra ett manus på 100 sidor?,NUM
Vad är Alice Coopers riktiga namn?,HUM
Vad är den peloponnesiska ligan?,DESC
Vilka två städer markerar vanligtvis extremerna vid Engelska kanalens simningar?,LOC
Hur många gånger sjunker och flödar tidvattnet varje dag?,NUM
Vem uppfann tv?,HUM
Vad är tanniner?,DESC
Hur tillverkar General Mills Cheerios?,DESC
Vad var Jimmy Durantes sång?,ENTY
Namnge personen som sprängde genom skärmen i Lite-ölreklamerna.,HUM
Vilken delikatess kallas odelikat för syltad rogn?,ENTY
Vilken godbit efter middagen uppfanns 1916 på George Jung-nudelfabriken i Los Angeles?,ENTY
Vilken amerikansk vice president dödade Alexander Hamilton i en duell?,HUM
Vad motsvarar i Fahrenheit noll grader Celsius?,NUM
Hur många muskler har ett ostron?,NUM
Vilket kortspel fick sitt namn från biritch eller Russian Whist?,ENTY
"Vem skrev ""Much Ado About Nothing""?",HUM
Vad är det kollektiva substantivet för gäss?,ENTY
Vilka personlighetsdrag sägs att Stenbockar har?,DESC
Var kan jag få information om vårdnadshavandefiler för staten Utah?,LOC
Vad var John F. Kennedys kampanjsång från 1960?,ENTY
Vilken Louisiana Senator vann en plats som hans far och mor tidigare hade haft?,HUM
Vilken psalm fick John Steinbeck sin titel The Grapes of Wrath från?,ENTY
Vilken uppfinning gör principen om energibesparing omöjlig?,ENTY
Vilken är den högst rankade färgen i bridge?,ENTY
Vem vann Oscar för sina roller i Gone with the Wind och A Streetcar Named Desire?,HUM
Vilken författare är känd för att fysiskt sätta sig i centrum för sitt ämne?,HUM
Vem är sångaren för Led Zeppelin-bandet?,HUM
"Vilka sjömän bodde i Danas ""Two Years Before the Mast"" i en övergiven ugn på stranden vid San Diego?",HUM
"Vem spelar polisen i filmen ""Kindergarten Cop""?",HUM
Hur många tecken utgör ett ord för skrivtestsändamål?,NUM
Vilken icke-mekanisk sport uppnår de högsta hastigheterna?,ENTY
Vad var årslönen 1940 för en panntillverkare?,NUM
Vem skapade Billy Pilgrim| en överlevande från Dresdens eldstorm?,HUM
Vilken inomhussport såg Phoenix Inferno bli Phoenix Pride den 14 juli 1983| då temperaturen nådde 111 grader?,ENTY
Vilket land såg ursprunget till den asiatiska influensan?,LOC
Vem är den rikaste kvinnan i världen?,HUM
Var kan jag ta ett test som berättar för mig vad jag ska bli när jag blir stor?,LOC
Vad orsakade Bob Marleys död?,DESC
Vad är Mrs. Bridges jobb på TV:ns Upstairs| Downstairs?,HUM
"Vilken dagstidning kommer ""att hjälpa dig att se tydligare i hela USA""?",ENTY
Vilken sjö i Skottland sägs rymma ett eller flera monster?,LOC
Vilka var Oscar-vinnarna 1974?,HUM
Vilken typ av verksamhet är 7-Eleven?,HUM
Vad är Sinn Fein?,DESC
Vad heter den sällsynta neurologiska sjukdomen med symtom som: ofrivilliga rörelser| tics| svordomar och osammanhängande vokaliseringar| grymtningar| skrik| etc.?,ENTY
Vad äter uttrar?,ENTY
"Vem skrev boken ""Huckleberry Finn""?",HUM
Vem skulle du använda Heimlich-manöver på?,HUM
Vilket berömt bibliotek kan du nå genom att ringa 22-287-5?,LOC
Vilken femfaldig vinnare av Kentucky Derby förlorade sina första 25 tävlingar?,ENTY
Vad upptäckte Vasco da Gama?,ENTY
Vad är Megans lag?,DESC
Var kan jag få en fullständig lista över visningstider i mitt område?,LOC
Var är Montenegro?,LOC
Vad är usenet för Internet?,DESC
Vad är fälteffekttransistorer?,DESC
Vad heter späckhuggaren som dog vid Sea World av en svampinfektion?,ENTY
Vad är trollhassel?,DESC
Vad är Nebraskas statsträd?,ENTY
Var ligger Glasgow?,LOC
Varför heter Chicago Chicago?,DESC
Vilka tre färger bläck används för att skriva ut en US-dollarsedel?,ENTY
Vad är syftet med anteater?,DESC
"Vilket är rätt sätt att använda ""möjligt"" gentemot ""kanske""?",ENTY
Vilken nordamerikansk stad har den största polska befolkningen?,LOC
Vilken radio-| TV- och filmkaraktär spelade Jackie Gleason och William Bendix?,HUM
Var planeras det att placera handelsfartyget Lane Victory| vilka veteraner från Merchant Marine omvandlar till ett flytande museum?,LOC
Vad mäter en stegräknare?,ENTY
Vad är Maurizio Pellegrins ålder?,NUM
Hur många tusen studenter går vid University of Massachusetts?,NUM
Namnge den amerikanska senatens majoritetsledare och husets talman.,HUM
Vilket namn antog fotbollens New York Titans 1963?,HUM
Vilken kvinnlig misstänkt i Clue-spelet är singel?,HUM
Vem äger CNN?,HUM
Ungefär hur många amerikaner är det som fortfarande inte redovisats från Vietnamkriget?,NUM
Vad är den kemiska reaktiviteten hos neon?,NUM
Vad är en autokommentar?,DESC
Vad är den äldsta webbplatsen på Internet?,LOC
Vad är dekonstruktionism?,DESC
Vad sa Lenny Bruce som fick honom arresterad?,DESC
Vilken tidning returnerade ett Pulitzerpris för den bedrägliga berättelsen Jimmy's World?,ENTY
Vad är en rädsla för att tala?,ENTY
Vad var Hitlers favoritfilm?,ENTY
Varför kraschar trafikflygplan kontra att glida ner?,DESC
Vad är dessa små blå reflexer mitt på vägen för?,DESC
Vilken medlem av The Little Rascals har en älskling om och om igen i Darla Hood?,HUM
Hur används saltlösning i medicin?,DESC
Vad heter den 'kvinnliga' motsvarigheten till El Nino| vilket resulterar i kylningstemperaturer och mycket torrt väder?,ENTY
Vilken händelse 1933 använde de tyska nazisterna för att rättfärdiga nödbeslut| fängsla motståndare och få mer makt för sig själva?,ENTY
Vilket land besöker du om du landar på flygplatsen President Duvalier?,LOC
Vilken advokat-general beordrade stängningen av Alcatraz?,HUM
Vad är huvudstaden i Kongo?,LOC
Vad är texten av det femte ändringsförslaget?,DESC
Vad är ett land som börjar med bokstaven x?,LOC
Vilka länder tjänar mest på turism?,LOC
Vad är Internet2?,DESC
Vilken stad i Kina har flest utländska finansiella företag?,LOC
När är Oscars Academy Awards 1999?,NUM
Vem var det judiska folkets profet?,HUM
Vad är det vanligaste namnet?,HUM
Vem var den äldsta amerikanska presidenten?,HUM
Vilken vanlig växt har en knapp| keps| kopp| gälar och ring?,ENTY
När byggdes Dubais första betonghus?,NUM
Vad är Vintergatan?,DESC
Vad handlar minnesdagen om?,DESC
Vilken mat introducerade Marco Polo till Italien från Kubla Khans domstol?,ENTY
Vilken diamantproducent kontrollerar cirka 80% av världens diamanter?,HUM
Vem är profeten för islams religion?,HUM
Vem porträtterade Maggio i filmen From Here to Eternity?,HUM
Var finns zebror mest troligt?,LOC
Vilka är oddsen för att föda tvillingar?,NUM
Vad är det bästa stället att bo i världen med tanke på klimat| civilisation?,LOC
"Vad menas med ""kapitalmarknad""?",DESC
I My Antonia| hur hör inte Mr. Shimerda hemma på gården?,DESC
Vilket fartyg befallde Lloyd M. Bucher?,ENTY
Namnge ett läkemedel som vanligtvis används för att bekämpa AIDS?,ENTY
Vad är skillnaden mellan hår och päls?,DESC
Vad är skillnaden mellan kärlek och förälskelse?,DESC
Nämn den tecknade ande som trollas ut av den magiska ringen som delas av Nancy och Chuck.,HUM
Vilka livsmedel innehåller vitamin B12?,ENTY
Hur mycket är man skyldig för att ha en hund på stranden olagligt?,NUM
Vilka är de första och sista bokstäverna i det grekiska alfabetet?,ENTY
Vilken webbadress kan jag hitta e-postadressen till en medlem av USA:s representanthus?,LOC
Hur stor är den största diamanten?,NUM
Vad är några sätt att hjälpa någon med vattkoppor?,ENTY
Hur får jag reda på den exakta tiden för en solnedgång för en viss dag?,DESC
När gick den ursprungliga Howdy Doody-showen ur luften?,NUM
Hur många språk finns det i världen?,NUM
Vem var Picasso?,HUM
Vilka var de enda två skalliga amerikanska presidenterna?,HUM
Vilken medlem av Charlie's Angels sjöng för Josie and the Pussycats?,HUM
Vilken flod rinner förbi Karnak-templet?,LOC
Vilken komiker var The Perfect Fool?,HUM
Vilka är fördelarna med en roddmaskin?,DESC
Var hittar du information om Queensland National Competition Policy?,LOC
"Vad är en ""coup de poing"" för en fransk boxare?",DESC
Vad är skillnaden mellan slarv och sorglöshet?,DESC
Vad är den islamiska motsvarigheten till Röda korset?,ENTY
Varför drabbar tuberkulos människor?,DESC
Vem älskade Flash Gordon förutom Dale?,HUM
Vad är tyvek?,DESC
Vad får människor zoonossjukdomar från?,ENTY
Hur fick Asien sitt namn?,DESC
Vad hette US Navy gunboat i filmen The Sand Pebbles?,ENTY
Var kan jag få information om de ursprungliga 13 amerikanska kolonierna?,LOC
För vilken sjukdom används läkemedlet Sinemet som behandling?,ENTY
På vilka tre sätt skapas vind på jorden?,ENTY
Vilket kön får inte rösta i Kuwait?,ENTY
Hur många tum över sex fot är Tom Selleck?,NUM
Vad heter den sjukdom som skådespelerskan Hunter Tylo's baby girl har?,ENTY
Vem är den enda presidenten begravd i Washington?,HUM
Hur mycket kan du hyra en Volkswagen-bugg för år 1966?,NUM
Vems sångröst dubbades in för Natalie Wood i West Side Story och Audrey Hepburn i My Fair Lady?,HUM
Vad är medelinkomsten för de översta 10%| topp 5% och topp 1%?,NUM
Vilken nordamerikansk stad växer flest parkeringsmätare?,LOC
Vad är det största och dyraste motorvägsprojektet i USA just nu?,LOC
Vad kan jag göra för att komma in i en Ivy League-skola?,DESC
Vilken film vann Louise Fletcher Oscar för bästa skådespelerska?,ENTY
Var hittade Gulliver en ras av små människor?,LOC
Vilken film från 1950 vann sju Oscars| inklusive bästa film?,ENTY
Hur mycket starkare är det nya glasartade kolmaterialet som uppfanns av Tokyo Institute of Technology jämfört med materialet tillverkat av cellulosa?,NUM
Hur mycket kostar tuberkulosbekämpande läkemedel?,NUM
President Bush jämförde Saddam Hussein med vem?,HUM
Vad heter Pittsburghs basebollag?,HUM
"Vilket Shakespeare-teaterstycke öppnar med raden: ""Nu är vår missnöjes vinter ...""?",ENTY
Vilken TV-komiker arbetade med White Fang| Black Tooth och Pookie the Lion?,HUM
Vem skapade karaktären James Bond?,HUM
Vilken typ av träning förbränner mest kalorier?,ENTY
"Vad är ""den enda cigaretten tillverkad utan rester""?",DESC
Var gav de japanska kejsarstyrkorna upp för att avsluta andra världskriget?,LOC
Vad är Mikhail Gorbatsjovs mellaninitial?,ABBR
Hur många rader av morrhår har en katt?,NUM
Vilken brittisk general övergav sig till den koloniala armén i Saratoga?,HUM
Hur kan människor från Irland komma till USA| arbeta och sedan återvända till Irland?,DESC
"Vilken produkts annonser hävdar att den """"eliminerar lukt| dödar hushållsbakterier| mögel och mögel""""?",ENTY
Vad är världens befolkning idag?,NUM
Vad är historien om Buffalo Chicken Wings?,DESC
Vad är fuktighet?,DESC
Vilken typ av varelser är svarta| gula och bruna tjurhuvud?,ENTY
Vilken stad skulle du vara i om du matade duvorna på Piazza San Marco?,LOC
Vilken konstnärs studio var Bateau-Lavoir i Montmartre?,HUM
Vad heter planeten som Ewoksna lever på?,LOC
Hur många ord finns det på det spanska språket?,NUM
"Var finns information om romanen ""El Cid""?",LOC
Vad är den kemiska formeln för napalm?,ENTY
Vad är yohimbine?,DESC
"Vad är ""Chicago Hope""?",DESC
Hur många familjemedlemmar kunde tas ut till USA:s militär under andra världskriget?,NUM
"Vem skrev låten ""Silent Night""?",HUM
Vilket företag är den största japanska skeppsbyggaren?,HUM
"Vad står det ""blåa bandet"" för?",ABBR
Vad är det genomsnittliga datumet när de flesta köpcentrum börjar sätta upp julhelgdekorationer?,NUM
Hur många tecken finns i det kinesiska alfabetet?,NUM
Var ligger Burma?,LOC
Vem skrev The Collector?,HUM
Vilken stor diamantproducent är baserad i Sydafrika?,HUM
Vem var Samuel Johnsons vän och biograf?,HUM
Vilken typ av kvinnor gav Sigmund Freud erotiska drömmar?,HUM
Vad kallas Cleveland Indians också?,ENTY
Vilken brist på råvaror var den största enskilda faktorn för att hålla nordamerikanska bilar utanför vägarna under andra världskriget?,ENTY
Hur många kolibriägg får plats i ett strutsägg?,NUM
Vem skrev de bästsäljande missionärsresorna och forskningarna i Sydafrika| publicerade 1857?,HUM
"Vem spelade fadern i ""Charles in Charge""?",HUM
Hur lång är graviditetsperioden för mänskliga graviditeter?,NUM
Var har namnet Daniel sitt ursprung?,LOC
Vilka är vanliga metoder som används för att reglera monopol?,ENTY
Vilken kategori betecknar färgen rosa i Trivial Pursuit Baby Boomer Edition?,DESC
Hur länge lever den genomsnittliga domesticerade illern?,NUM
Namnge den islamiska motsvarigheten till Röda korset.,ENTY
Vad heter de historiska rättegångarna efter andra världskriget?,ENTY
Vilka stater har ingen statlig inkomstskatt?,LOC
Vilken stad har de två brantaste gatorna i USA?,LOC
Vad är Margaret Thatcher känt för?,DESC
"Namnge jättarnas land tolv gånger människans storlek i ""Gullivers resor.""",LOC
Vad är mäns par på ett 455-yard golfhål?,NUM
Vilka fyra element utgör 90 procent av människokroppen?,ENTY
Hur många länder finns det?,NUM
Var kommer det mesta av marijuanan som kommer in i USA från?,LOC
Stuart Hamblen anses vara den första sjungande cowboyen i vilket medium?,ENTY
Vad är Steve Rogers yrke när han inte är Captain America?,HUM
Vad är den vanligaste cancern?,ENTY
Vilka är de tio rikaste människorna i världen?,HUM
Hur kontaktar jag Answers.com direkt?,DESC
Vad får en person att ha ständigt svettiga händer och fötter?,DESC
Vad hände med Answers.com?,DESC
Vad är spektrumet för en sinusvåg?,DESC
