text,verbose label,coarse label,fine label
"Vilken president blev överdomare efter sitt presidentskap?",HUM:ind,1,30
"Hur många innings utgör ett officiell basebollmatch?",NUM:count,5,38
"Vilken stad har en tidning som heter The Plain Dealer?",LOC:city,0,32
"Vilken amerikansk stat skryter med Leif Ericson Park?",LOC:state,0,36
"Hur många smaker erbjuder Baskin & Robbins?",NUM:count,5,38
"Vem var chefsingenjör för Starship Enterprise?",HUM:ind,1,30
"Hur relaterar överhörning till InSb-tjocklek i infraröda detektorer?",DESC:manner,2,4
"Vilken borgmästare gjorde så många TV-framträdanden att han blev ombedd att gå med i AFTRA 1984?",HUM:ind,1,30
"Vilken typ av ubåt köptes nyligen av Sydkorea?",ENTY:veh,3,26
"Hur mycket i miles är tio K?",NUM:count,5,38
"När föddes Beethoven?",NUM:date,5,39
"Vem är den mest sexiga kändisen?",HUM:ind,1,30
"Vilken detektiv bor på Punchbowl Hill och har 11 barn?",HUM:ind,1,30
"Var har ukulele sitt ursprung?",LOC:other,0,35
"Tidigare tillverkades roterande motorer av vem?",HUM:ind,1,30
"Vad betyder seccession?",DESC:def,2,2
"Vem porträtterade titelpersonen i filmen The Day of the Jackal?",HUM:ind,1,30
"Vad heter bukten mellan Sverige och Finland?",LOC:other,0,35
"Vem var den första X-mannen att dö i strid?",HUM:ind,1,30
"Hur blir vädret idag?",DESC:desc,2,3
"Vem är Ghanas president?",HUM:ind,1,30
"Vilket kön nekas rösträtt i Kuwait?",ENTY:other,3,17
"Vilka två länder ligger Andorra inbäddat mellan?",LOC:country,0,33
"Hur länge sedan var beslutet Roe vs. Wade av högsta domstolen?",NUM:period,5,45
"Vilken terroristgrupp leddes av Donald DeFreeze?",HUM:gr,1,29
"Vilka är de fyra största bergskedjorna i det kontinentala USA?",LOC:mount,0,34
"Hur stor är studentkroppen vid University of Massachusetts i Amherst?",NUM:other,5,43
"Hur kan jag bestämma radien på en ellips?",DESC:manner,2,4
"Vem spelade i filmen The War of the Worlds?",HUM:ind,1,30
"Hur många olika typer av glass finns det?",NUM:count,5,38
"Vilken skådespelare, som hade störst berömmelse på TV, blev far till trillingar?",HUM:ind,1,30
"Vad är Homelite Inc.-hemsidan?",LOC:other,0,35
"Vad är den gyllene regeln?",DESC:def,2,2
"Vad är en film som Kevin Costner gjorde om Sioux Indians?",ENTY:cremat,3,9
"Vad hade miljontals barn på huvudet 1955?",ENTY:other,3,17
"Hur påverkar färg psykologiskt en person?",DESC:manner,2,4
"Vad är Columbia Tristars telefonnummer?",NUM:code,5,37
"Vilken typ av djur är det enklaste husdjuret som finns?",ENTY:animal,3,6
"Vad är ljud?",DESC:def,2,2
"Vad hette hästen som föll på drottning Elizabeth, prins Alberts fru?",ENTY:animal,3,6
"Vilka är de nuvarande invandringslagarna i USA?",DESC:desc,2,3
"Vilka var de fem inledande orden på Ben Casey?",ENTY:word,3,27
"Varför står det på barns hostmedicin att inte köra bil medan du använder detta läkemedel?",DESC:reason,2,5
"Vilken hårfärg kan jag använda för att bara täcka lite grått?",ENTY:color,3,8
"Var föddes Tesla?",LOC:other,0,35
"Vad gör Larry King för att försörja sig?",HUM:title,1,31
"Vem sköt Lee Harvey Oswald?",HUM:ind,1,30
"När dog Jaco Pastorius?",NUM:date,5,39
"Vilken blodsport har en rörelse som kallas veronica?",ENTY:sport,3,21
"Vad skapade termen "MiG Alley"?",ENTY:termeq,3,25
"Vad är det vanligaste gatunamnet i Amerika?",LOC:other,0,35
"Vad är skillnaden mellan khaki och chino?",DESC:desc,2,3
"Vad är oändlighetens ursprung?",DESC:desc,2,3
"Vilken legering bildar koppar och tenn?",ENTY:substance,3,22
"Vilka växter finns vid en mynning?",ENTY:plant,3,18
"Vilka är biverkningarna av mevacor?",DESC:desc,2,3
"Vilka är de fem högsta byggnaderna i världen?",LOC:other,0,35
"Colin Powell är mest känd för vilken prestation?",DESC:reason,2,5
"Vad hette datorn under 2001: A Space Odyssey?",ENTY:product,3,19
"Vem porträtterade Renaud i Casablanca?",HUM:ind,1,30
"Vilket land har problem med huliganer?",LOC:country,0,33
"Vilken planet upptäckte Percival Lovell?",LOC:other,0,35
"Hur ofta byts hjärnceller ut?",NUM:count,5,38
"Hur mycket spenderade Merkurius på reklam 1993?",NUM:money,5,41
"Vilken typ av raket sköt upp rymdskeppet Surveyor?",ENTY:veh,3,26
"Vilket land innehåller den västligaste punkten i Sydamerika?",LOC:country,0,33
"Vad försökte abolitionister sluta?",ENTY:other,3,17
"Vad är den amerikanska dollars motsvarighet för 8 pund i Storbritannien?",NUM:count,5,38
"Varför ska cigarettrökning förbjudas?",DESC:reason,2,5
"Vilket år dog Charles Dicken?",NUM:date,5,39
"Vilken DH Lawrence-roman fick ursprungligen titeln Tenderness?",ENTY:cremat,3,9
"Vilken rockgrupp gjorde kaos i Vita huset genom att sjunga American Woman?",HUM:gr,1,29
"Vad är en rädsla för natt eller mörker?",ENTY:dismed,3,11
"Vad är ursprunget till namnet av rockbandet Led Zeppelin?",DESC:desc,2,3
"Hur var Lawrence?",DESC:manner,2,4
"Hur vet jag om jag är gravid?",DESC:manner,2,4
"När lämnade de sista amerikanerna Vietnam?",NUM:date,5,39
"Vilken berömd clown uppträdde i en tidig Howdy Doody Show och insisterade på att Clarabell skulle göras till en riktig clown?",HUM:ind,1,30
"Vilken grupp bildades 1969 efter att polisen mötte motstånd från beskyddare på Stonewall, en gaybar i Greenwich Village?",HUM:gr,1,29
"Vem var Confucius?",HUM:desc,1,28
"Vilken snackmat har åsar?",ENTY:food,3,13
"Vilket är det mest populära fyrspelarspel genom tiderna?",ENTY:sport,3,21
"Vad betyder namnet Tatiana?",DESC:def,2,2
"Hur många människor dog när Estland sjönk 1994?",NUM:count,5,38
"Vilken stad i södra Kalifornien är uppkallad efter en karaktär som blev känd av Edgar Rice Burroughs?",LOC:city,0,32
"Hur många färger finns det i en regnbåge?",NUM:count,5,38
"Vad är chickadeeens livsmiljö?",LOC:other,0,35
"Vilket läkemedel används ofta för att behandla AIDS-patienter?",ENTY:dismed,3,11
"Vilken av de fem sinnena utvecklas först?",ENTY:other,3,17
"Var kom namnet rotöl från?",DESC:desc,2,3
"Vad är startpunkten för bestigningar av Mount Everest?",LOC:city,0,32
"Vad är en paleontologs genomsnittliga lön?",NUM:money,5,41
"Var ligger världens största postkontorsbyggnad?",LOC:other,0,35
"Vem är för närvarande den mest populära sångaren i världen?",HUM:ind,1,30
"Vem var det första djuret i rymden?",ENTY:animal,3,6
"Vilket är det rätta sättet att montera en rulle toalettpapper?",ENTY:techmeth,3,24
"Vilken Jules Verne-roman innehåller forskare som hålls fångna i ubåten Nautilus?",ENTY:cremat,3,9
"Varför kallas Rush's 2112 för 2112?",DESC:reason,2,5
"Vad är statsmottot i Kalifornien?",DESC:desc,2,3
"Vilken funktion har homeostas på existensen av en organism?",DESC:reason,2,5
"Vilket företag började med att tillverka pajer och slutade med tillverkning av plastleksaker?",HUM:gr,1,29
"Vad betyder förkortningen HLR?",ABBR:exp,4,1
"Vad heter det judiska alfabetet?",ENTY:termeq,3,25
"Vilka är de baltiska staterna?",DESC:def,2,2
"Hur många utrotningshotade arter finns det i världen?",NUM:count,5,38
"Vilken stor amerikansk stad hade den högsta mordprocenten år 1988?",LOC:city,0,32
"Vem var bandledarmentorn för Ella Fitzgerald med vilken hon skrev ""A-Tisket, A-Tasket""?",HUM:ind,1,30
"Vem uppfann basket?",HUM:ind,1,30
"Hur har TV påverkat vårt samhälle?",DESC:manner,2,4
"När var det sista stora utbrottet av Mount St. Helens?",NUM:date,5,39
"Vad hette Humphrey Bogarts klubb i Casablanca?",HUM:gr,1,29
"Vilken amerikansk myndighet registrerar varumärken?",HUM:gr,1,29
"Vad är osmos?",DESC:def,2,2
"Vilket format var VHSs stora konkurrent?",ENTY:other,3,17
"Vilken hockeyspelare skämtade Ronald Reagan om att han skulle byta Texas mot?",HUM:ind,1,30
"Vad är världens dödligaste infektionssjukdom?",ENTY:dismed,3,11
"Vilken smittsam sjukdom är världens dödligaste?",ENTY:dismed,3,11
"Vilken president begravdes i sitt förfäders hem med utsikt över Hudson River i Hyde Park, New York?",HUM:ind,1,30
"Hur mycket såldes den första Barbie-dockan för år 1959?",NUM:money,5,41
"Vilket land var general Douglas McArthur i när han återkallades av president Truman?",LOC:country,0,33
"Vilka är de fem mest populära Usenet-grupperna?",HUM:gr,1,29
"Vilka är de sju dödssynderna?",DESC:desc,2,3
"Vad är latitud och longitud för El Paso, Texas?",NUM:other,5,43
"Vad betyder namnet Melissa?",DESC:def,2,2
"Vad är snöns natur och hur skiljer sif formandet av snö sig från formandet av is?",DESC:desc,2,3
"Hur många huvudskador uppkommer från fritidsskridskoåkning varje år?",NUM:count,5,38
"En normal mänsklig graviditet varar hur många månader?",NUM:count,5,38
"Vilken typ av idrottslag är Buffalo Sabres?",ENTY:sport,3,21
"Vilket ogenomträngligt system med franska befästningar byggdes längs den tyska gränsen före andra världskriget?",ENTY:other,3,17
"Vad är nya datorspel för Windows 95 eller 98?",ENTY:sport,3,21
"Vem tämjde den vilda kalkonen?",HUM:ind,1,30
"Hur kan jag få någons telefonnummer om jag bara har deras skärmnamn?",DESC:manner,2,4
"Vilket europeiskt lopp ser vinnaren av sin bergsetapp tilldelad en tröja med stora röda prickar?",ENTY:sport,3,21
"Vilket land kommer Ileana Cotrubas från?",LOC:country,0,33
"Vad är mottot för pojkscouterna?",DESC:desc,2,3
"Vilka två europeiska länder förenas Gran San Bernardo Pass?",LOC:country,0,33
"Vilken film regisserade Steven Spielberg 1975?",ENTY:cremat,3,9
"Vilken typ av varelser är Kanarieöarna uppkallade efter?",ENTY:animal,3,6
"Vad hette den amerikanska helikopterpiloten som sköts ned över Nordkorea?",HUM:ind,1,30
"Vad är en manlig "cuckquean"?",DESC:def,2,2
"Vilka är de faktorer som leder till den höga tonårsgraviditetsgraden i Spartanburg, South Carolina?",DESC:reason,2,5
"Namnge designern av skon som skapade miljontals plastimitationer, så kallade geléer.",HUM:ind,1,30
"Vad står RCA för?",ABBR:exp,4,1
"Varför kallas glassgrytor grytor?",DESC:reason,2,5
"Vad är singular av tärningar?",ENTY:word,3,27
"Vem är Olive Oyls bror?",HUM:ind,1,30
"Vilken 12-timmars förkylningsmedicin använder formeln ""6, 6, 12"" i sina annonser?",ENTY:dismed,3,11
"Vilken var den första videon som någonsin gjorts?",ENTY:cremat,3,9
"Vad är trollsländornas favoritmat?",ENTY:food,3,13
"Vilken kung bojkottade prins Charles bröllop?",HUM:ind,1,30
"Vad gör Nicholas Cage för att försörja sig?",HUM:title,1,31
"Vad var smeknamnet på modellen Leslie Hornby?",HUM:ind,1,30
"Var ligger Taj Mahal?",LOC:other,0,35
"Vad är utmärkande för en palmipeds fötter?",DESC:desc,2,3
"År 1309 tvingades påvens domstol flytta från Rom till vart?",LOC:other,0,35
"Vad är veckans första dag?",NUM:date,5,39
"Vad är gulasch?",DESC:def,2,2
"Vilken huvudstad är byggd kring Monument Circle som innehåller soldat- och sjömanmonument?",LOC:city,0,32
"Namnge herrparfymen som är förknippad med havet.",ENTY:other,3,17
"Hur fungerar en fallskärm?",DESC:manner,2,4
"Vilken är den första boken i Gamla testamentet?",ENTY:cremat,3,9
"Hur många av dem finns i Afrika söder om Sahara?",NUM:count,5,38
"Vad är historien om Spartacus, den romerska slaven och gladiatoren?",DESC:desc,2,3
"Vilken berömd mur stöder Badaling-tornet?",LOC:other,0,35
"Vem porträtterade Fatman i TV-programmet "Jake and the Fatman"?",HUM:ind,1,30
"Vad är objektorienterad design?",DESC:def,2,2
"Vad betyder Melissa?",DESC:def,2,2
"Vad är formdrag?",DESC:def,2,2
"Vilka var John F. Kennedys hundar?",ENTY:animal,3,6
"Var finns bra vetenskapssidor på Internet?",LOC:other,0,35
"Vilken kvinna var Time's Man of the Year år 1952?",HUM:ind,1,30
"Vilka strömmar påverkar området Shetlandsöarna och Orkneyöarna i Nordsjön?",DESC:reason,2,5
"Vem skrev The Ugly Duckling?",HUM:ind,1,30
"Vem designade London Bridge?",HUM:ind,1,30
"Hur många mil är det mellan Tel Aviv, Israel och Memphis, Tennessee?",NUM:count,5,38
"Hur många glasssmaker har Howard Johnson?",NUM:count,5,38
"Vilket vapen anpassades de korsade slitsarna i engelska slott efter?",ENTY:other,3,17
"Hur kan jag stoppa eller sakta ner åldrandet?",DESC:manner,2,4
"Var ligger de mest trafikerade Amtrak-järnvägsstationerna i USA?",LOC:other,0,35
"Hur många fräknar har Howdy Doody i ansiktet?",NUM:count,5,38
"Hur får Cos Cob, CT sitt namn?",DESC:manner,2,4
"Vem ansågs vara psykologins far?",HUM:ind,1,30
"Hur fick Super President sina krafter i den animerade serien?",DESC:manner,2,4
"Hur lång var den animerade King Kong?",NUM:dist,5,40
"Vad är värden?",DESC:def,2,2
"Vad är Japans befolkning?",NUM:other,5,43
"Namnge en amerikanskt tillverkad motorcykel.",ENTY:veh,3,26
"Var låg det största koncentrationslägret under andra världskriget?",LOC:other,0,35
"Hur mycket kostade Alaska när det köptes från Ryssland?",NUM:money,5,41
"Hur många grenar utgör tiokampen?",NUM:count,5,38
"Vad orsakar blå bollar?",DESC:reason,2,5
"Vilka var de första himmelkropparna som besöktes av rymdfarkoster?",LOC:other,0,35
"Vem efterträdde Nikita Khrushchev som första sekreterare för kommunistpartiet?",HUM:ind,1,30
"Vem valdes till att vara den första svarta ordföranden för de militära gemensamma stabscheferna?",HUM:ind,1,30
"Namnet på damen som Great Gatsby suktar efter?",HUM:ind,1,30
"Vad tar en kock ägg i?",ENTY:other,3,17
"Hur många bails finns det i en cricket-grind?",NUM:count,5,38
"Vilken stad mördades Martin Luther King Jr. i?",LOC:city,0,32
"Vilket kändispar delade sitt toalettpapper i två lika stora högar när de gick i skilsmässa?",HUM:ind,1,30
"Var ligger Bernini-Bristol Hotel?",LOC:other,0,35
"Vem sa "Vilken föraktlig skurk stal korken från min lunch?",HUM:ind,1,30
"Vad är Kosovos huvudstad?",LOC:city,0,32
"Vilken typ av företag är 7-Eleven?",HUM:gr,1,29
"Hur många bokstäver visas på siffrorna 2 till 9 på en telefonratt?",NUM:count,5,38
"Vilka var de tre första städerna med en befolkning på mer än en miljon?",LOC:city,0,32
"Hur fick årets månader namn?",DESC:manner,2,4
"Vilken skala mäter jordbävningar?",ENTY:other,3,17
"Vad är ett glory hole?",DESC:def,2,2
"Vilken typ av utbildning skulle du behöva för att bli en atletisk tränare för NFL?",ENTY:other,3,17
"Vilka är de största företagen som ingår i Dow Jones?",HUM:gr,1,29
"Vilket college spelade Joe Namath fotboll för?",HUM:gr,1,29
"Vad var minimilönen 1991?",NUM:money,5,41
"Vilket land är den största tillverkaren av volfram?",LOC:country,0,33
"Hur gör den sina färger?",DESC:manner,2,4
"Vad skulle hända med Kanada om Quebec skulle separera?",DESC:desc,2,3
"När kommer Jimmy Buffett-konserten till E-centret i Camden NJ?",NUM:date,5,39
"Vad är 'Last Chance for Animals'?",DESC:desc,2,3
"Vilket europeiskt land övergav frimärken 1923 eftersom utskriften kostade mer än deras nominella värde?",LOC:country,0,33
"Hur är vädret på månen?",DESC:desc,2,3
"Vem var USA:s första president?",HUM:ind,1,30
"Vad är huvudspråket i Sao Paulo, Brasilien?",ENTY:lang,3,15
"Hur mycket försökte Varian Associates sälja sina vakuumprodukter till BOC-gruppen för?",NUM:money,5,41
"Vad är förkortningen för International Olympic Committee?",ABBR:abb,4,0
"Hur många människor vandrar?",NUM:count,5,38
"Vad är boxcars?",DESC:def,2,2
"Hur håller jag katter ur min blommträdgård för gott?",DESC:manner,2,4
"Vem spelade Maria i filmen West Side Story?",HUM:ind,1,30
"Vad är ett vanligt läkemedel mot AIDS?",ENTY:dismed,3,11
"Vem gav kapten Storbritannien stor makt?",HUM:ind,1,30
"Hur kan man se att fikon är mogna?",DESC:manner,2,4
"Hur älskar jag dig?",DESC:manner,2,4
"Vilken typ av läsk har den största mängden koffein?",ENTY:food,3,13
"Vilken nationalitet är en sicilian?",LOC:country,0,33
"Vad är det vanligaste pojkens eller flickans namn?",HUM:ind,1,30
"Vem var den anklagade i Århundradets rättegång, som började den 1 januari 1935?",HUM:ind,1,30
"Vilken färg var den hundra miljardens krita gjord av Crayola?",ENTY:color,3,8
"Vilken läsk säger till oss att "Go Hawaiian"?",ENTY:food,3,13
"Hur fungerar en vattenkraftsdamm?",DESC:manner,2,4
"Vilken är den äldsta byggnaden i USA?",LOC:other,0,35
"Vilken är West Virginias statsdjur?",ENTY:animal,3,6
"Hur många människor dog på South Carolinas motorvägar 1998?",NUM:count,5,38
"Vad är binomialkoefficienter?",DESC:def,2,2
"Vad var vardagsrumskriget?",DESC:def,2,2
"Vilka är några översättningar av frasen "Tack"?",ENTY:termeq,3,25
"Vad är president Nixons födelsedatum?",NUM:date,5,39
"Vad är "den stora amerikanska familjens flingor"?",ENTY:food,3,13
"Vad gjorde Suzy Parker för att tjäna 1000 $ i början av 1950-talet?",DESC:desc,2,3
"Hur många människor dog i Vietnamkriget?",NUM:count,5,38
"Vilket år blev Montana en stat?",NUM:date,5,39
"När upplöstes Sovjetunionen?",NUM:date,5,39
"Varför finns det bokstäver på telefonen? Varför finns det inga Q eller Z?",DESC:reason,2,5
"Vilken japansk stad hette en gång Edo?",LOC:city,0,32
"För vem blockerade Seven Mules?",HUM:ind,1,30
"Vilket är världens största destillationsföretag?",HUM:gr,1,29
"Vad heter skådespelerskan som spelade i filmen "När Lammen tystnar"?",HUM:ind,1,30
"Var finns ens corpus callosum?",LOC:other,0,35
"Vem besegrade Napolean vid Jena och Auerstadt?",HUM:ind,1,30
"Vilka hushållsprodukter finns det för vuxenakne?",ENTY:product,3,19
"Vilken brittisk premiärminister och USA:s president var sjunde kusiner?",HUM:ind,1,30
"Vilken är den dyraste bilen i världen?",ENTY:product,3,19
"Vad är en Angelus?",DESC:def,2,2
"Hur många föremål kretsar kring jorden?",NUM:count,5,38
"Vad var tragedin som drabbade staden Dogtown 1899?",ENTY:event,3,12
"Vilken är den äldsta huvudstaden i Amerika?",LOC:city,0,32
"Vilken Leon Uris-roman handlade om den ryska erövringen av Berlin?",ENTY:cremat,3,9
"Var ligger Edinburgh, Skottland?",LOC:other,0,35
"Hur många muskler använder den genomsnittliga vuxna när hen går på en promenad?",NUM:count,5,38
"Hur länge måste du bo i ett samhälle för att kunna rösta?",NUM:period,5,45
"Vad hette Titanics kapten?",HUM:ind,1,30
"Namnet på hjältinnan i "Skruplar"?",HUM:ind,1,30
"Hur stor är Chappellet-vingården?",NUM:volsize,5,48
"Jackson Pollock var en infödd i vilket land?",LOC:country,0,33
"Vad producerar spermier?",DESC:reason,2,5
"Hur vet jag hur mycket pengar jag ska spara för pension?",DESC:manner,2,4
